SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
"Agritek Holdings, Inc. (OTCEM:AGTK)",4915022,IQ58058811,,,,,,,741.553,1410.991,,,,,5663.282,8630.895,,,,,763.706,611.69,,,,,230.614,367.304,,,,,5586.486,8447.463,,,,,2022.051,1665.444,,,,,-4921.729,-7219.904,,,,,0.041,0.043,,,,,0.041,0.041,,,,,131.864,330.186,,,,,-35036.243,-36119.005,,,,,-5827.747,-1655.952,,,,,,,,,,,94.75,0,,,,,,,,,,,-8045.888,-5797.809,,,,,,,,,,,-5355.872,-8080.159,,,,,0.008169895,0.0001,0.50005,1e-06,0,,,,2,,,,,,,,,,,,"M & K CPAS, PLLC",,,,,,,,,,,,,-5781.411,-1643.618,,,,
"CrossingBridge Advisors, LLC (OTCPK:ENDI)",4937527,IQ422313080,9587.523,2787.926,,,,,25516.988,25516.988,,,,,2403.898,2403.898,,,,,9.421,9.421,,,,,,17949.9,,,,,1244.859,1244.859,,,,,0,0,,,,,23113.09,23113.09,,,,,14.419,14.419,,,,,14.269,14.269,,,,,8983.19,8983.19,,,,,2694.227,2694.227,,,,,1720.447,990.28,,,,,,,,,,,1064.413,1064.413,,,,,,,,,,,2529.551,1208.269,,,,,4761.724,1732.829,,,,,16705.041,16705.041,,,,,134.64189697,15.7,18.25,13.3,16,,,-6,15,15,,,,,,,,,,,"Brown, Edwards & Company, LLP","Brown, Edwards & Company, LLP",,,,,,,,,,,,2102.317,1129.883,,,,
Optigis S.A. (WSE:OPI),4972235,IQ117542163,5552.54769734329,1485.57271284455,5552.54769734329,,1485.57271284455,1457.19984830343,8151.1837589415,8151.1837589415,8151.1837589415,,8151.1837589415,7531.0300275054,4940.72517069516,4940.72517069516,4940.72517069516,,4940.72517069516,5168.28805619412,60.614,60.614,60.614,,60.614,68.627,1967.10178912887,1967.10178912887,1967.10178912887,,1967.10178912887,1371.8241313062,1872.36531331349,1872.36531331349,1872.36531331349,,1872.36531331349,2310.26726826792,2946.58531393092,2946.58531393092,2946.58531393092,,2946.58531393092,3752.67267983088,3210.45830997385,3210.45830997385,3210.45830997385,,3210.45830997385,2362.74197131128,1.051,1.051,1.051,,1.051,0.594,1.014,1.014,1.014,,1.014,0.57,1007.54869617587,1007.54869617587,1007.54869617587,,1007.54869617587,345.8534976312,1089.81828643556,1089.81828643556,1089.81828643556,,1089.81828643556,264.63924332976,1225.19243220622,1074.79390267599,1225.19243220622,,1074.79390267599,-9.02818674699498,,,,,,,890.173084152184,890.173084152184,890.173084152184,,890.173084152184,970.19907625368,,,,,,,679.130998202872,810.896550205353,679.130998202872,,810.896550205353,-94.651850231037,1862.79470602349,269.910591795542,1862.79470602349,,269.910591795542,530.129416258329,94.73647581538,94.73647581538,94.73647581538,,94.73647581538,-938.44313696172,7.3103350559184,0.107798922,0.181498185,0.1017489825,,,,,97,97,97,,97,58,,,,,,,Misters Audytor Spolka z o.o.,Misters Audytor Spolka z o.o.,Misters Audytor Spolka z o.o.,,Misters Audytor Spolka z o.o.,,,,,,,,,1257.29647019544,1083.06633242325,1257.29647019544,,1083.06633242325,173.676620148714
KKR Real Estate Finance Trust Inc. (NYSE:KREF),4973646,IQ283154866,15844,-40418,15844,-40418,-10971,30439,6464643,6950095,6464643,6950095,6464643,6484974,5239439,5797207,5239439,5797207,5239439,5202861,81.048,83.412,81.048,83.412,81.048,80.229,,,,,,,377321,838221,377321,838221,377321,318338,4693537,4498730,4693537,4498730,4693537,4657069,1225204,1152888,1225204,1152888,1225204,1282113,14.478,6.142,14.478,6.142,14.478,18.871,13.929,5.721,13.929,5.721,13.929,16.866,84617,135437,84617,135437,84617,204094,-506130,-584080,-506130,-584080,-506130,-458049,,,,,,,,,,,,,5171031,4654214,5171031,4654214,5171031,5165011,,,,,,,-47051,-56140,-47051,-56140,-26242,13778,-9831,-48540,-9831,-48540,-17692,23137,5085515,4310513,5085515,4310513,5085515,5689000,414.73768965,6.29,9.983,5.25,,,,,,,,,,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2023-05-10 16:25:41,Stable,2025-02-14 15:58:53,,,,,,
"Beaver Coal Company, Limited (OTCPK:BVER.S)",4978849,IQ3103325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7072,2410,3685,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DevMar Equities, Inc. (OTCEM:DEVM)",4980071,IQ30048079,2624.469,860.554,,,,,16141.195,14677.727,,,,,2566.029,2269.64,,,,,15.897,15.463,,,,,4931.401,3078.399,,,,,1841.236,1479.715,,,,,0,0,,,,,13575.166,12408.087,,,,,2.678,2.08,,,,,2.499,1.861,,,,,4180.771,2295.661,,,,,-25889.008,-27098.814,,,,,-5271.268,-1139.706,,,,,,,,,,,420.397,458.207,,,,,,,,,,,-7774.329,-1209.806,,,,,1551.529,372.501,,,,,3090.165,1598.684,,,,,0.0185784333,,0.0004,0.0002,,,,,14,,,,,,,,,,,,BDO LLP,,,,,,,,,,,,,-4083.59,-744.676,,,,
Vaycaychella Inc. (OTCPK:VAYK),4981231,IQ30661946,25,,,,,,274.14,290.523,,,,,6111.855,6481.289,,,,,2229.465,2230.904,,,,,259.234,279.769,,,,,5706.513,6106.304,,,,,2865.688,3199.064,,,,,-5837.715,-6190.766,,,,,0.045,0.046,,,,,0.005,0.001,,,,,28.461,7.996,,,,,-15139.089,-15678.084,,,,,-1271.646,-94.422,,,,,,,,,,,,,,,,,,,,,,,-2012.464,-106.471,,,,,25,,,,,,-5447.279,-5826.535,,,,,0.5177302776,0.0006,0.002,0.0005,3,,,0,2,,,,,,,,,,,,"Gruber & Company, LLC",,,,,,,,,,,,,-1263.367,-92.637,,,,
"SouthCorp Capital, Inc. (OTCEM:STHC)",4984815,IQ264071728,17.773,11.55,,,,,370.177,370.177,,,,,485.573,485.573,,,,,131.173,131.173,,,,,66.533,66.533,,,,,77.955,77.955,,,,,435.876,435.876,,,,,-115.396,-115.396,,,,,0.853,0.853,,,,,0.025,0.025,,,,,1.979,1.979,,,,,-517.396,-517.396,,,,,-77.972,-29.772,,,,,,,,,,,34.554,34.554,,,,,,,,,,,-495.041,-196.841,,,,,12.273,11.55,,,,,-11.422,-11.422,,,,,0.0369462271,0.0001,0.008,1e-06,,,,,,,,,,,,,,,,,"Malone & Bailey, PLLC","Malone & Bailey, PLLC",,,,,,,,,,,,,,,,,
Alexium International Group Limited (ASX:AJX),4987060,IQ82339724,3921.73,895.967,3921.73,895.967,815.692,815.692,2876.725,2728.769,2876.725,2728.769,2876.725,2876.725,3278.803,5114.88,3278.803,5114.88,3278.803,3278.803,113.977,187.443,113.977,187.443,113.977,113.977,2180.732,2152.147,2180.732,2152.147,2180.732,2180.732,1396.888,4951.997,1396.888,4951.997,1396.888,1396.888,2545.414,4008.929,2545.414,4008.929,2545.414,2545.414,-402.078,-2386.111,-402.078,-2386.111,-402.078,-402.078,1.561,0.435,1.561,0.435,1.561,1.561,0.769,0.162,0.769,0.162,0.769,0.769,662.45,397.773,662.45,397.773,662.45,662.45,-72765.176,-74748.249,-72765.176,-74748.249,-72765.176,-72765.176,-3158.755,-940.679,-3158.755,-940.679,-826.675,-826.675,,,,,,,411.114,403.204,411.114,403.204,411.114,411.114,,,,,,,-3926.289,-1046.965,-3926.289,-1046.965,-1135.582,-1135.582,1689.971,365.848,1689.971,365.848,362.347,362.347,783.844,-2799.85,783.844,-2799.85,783.844,783.844,16.941133190371,,0.006454851894,0.00358602883,28,,,0,,,,,,,,,,,,,Grant Thornton,,Grant Thornton,,Grant Thornton,,,,,,,,,-2985.454,-897.354,-2985.454,-897.354,-783.35,-772.911
Garden City Co. (OTCPK:GCCO),5000852,IQ3110754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.628625,,1850,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Five Point Holdings, LLC (NYSE:FPH)",5022740,IQ339112077,110020,13581,110020,13581,75902,13488,3249003,3187467,3249003,3187467,3249003,3185282,860407,810045,860407,810045,860407,835773,26.482,25.413,26.482,25.413,26.482,26.239,,,,,,,35971,43688,35971,43688,35971,32493,518073,471582,518073,471582,518073,518929,2388596,2377422,2388596,2377422,2388596,2349509,82.215,66.353,82.215,66.353,82.215,88.51,14.264,9.646,14.264,9.646,14.264,13.129,425546,332566,425546,332566,425546,351127,228043,225816,228043,225816,228043,204752,-7321,-9607,-7321,-9607,18893,-7884,,,,,,,87534,88844,87534,88844,87534,75478,,,,,,,70966,-2227,70966,-2227,23291,21071,53229,5107,53229,5107,34848,6402,2921380,2855135,2921380,2855135,2921380,2843457,352.0074429,4.99,6.64,4.72,92,,,0,90,,90,,90,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B,2025-04-04 10:50:24,Stable,2025-04-04 10:50:24,1434,-7881,1434,-7881,22387,-5898
"TPG RE Finance Trust, Inc. (NYSE:TRTX)",5388379,IQ283453025,132244,37594,132244,37594,23766,40449,4406230,4472255,4406230,4472255,4406230,4064841,3338207,3410121,3338207,3410121,3338207,2982311,75.761,76.251,75.761,76.251,75.761,73.368,,,,,,,37043,45520,37043,45520,37043,37738,3289008,3363283,3289008,3363283,3289008,2933285,1068023,1062134,1068023,1062134,1068023,1082530,112.03,92.745,112.03,92.745,112.03,100.959,111.905,92.734,111.905,92.734,111.905,99.764,87613,91985,87613,91985,87613,93591,-672648,-680583,-672648,-680583,-672648,-653740,,,,,,,,,,,,,4057666,4129280,4057666,4129280,4057666,3671310,,,,,,,60319,18939,60319,18939,3976,21993,96309,29325,96309,29325,16730,32156,4112866,4176217,4112866,4176217,4112866,3772264,646.29662724,8.55,9.85,7.44,1,,,0,,,,,,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2026-04-30 08:28:38,Stable,2026-04-30 08:28:38,,,,,,
Safehold Inc. (NYSE:SAFE),5429719,IQ427255106,404441,114889,404441,114889,102202,100816,7249275,7381851,7249275,7381851,7249275,7148046,4809396,4920363,4809396,4920363,4809396,4726755,66.343,66.655,66.343,66.655,66.343,66.127,,,,,,,156466,156559,156466,156559,156466,144965,4591509,4702455,4591509,4702455,4591509,4521052,2439879,2461488,2439879,2461488,2439879,2421291,38.348,39.047,38.348,39.047,38.348,40.724,37.263,37.87,37.263,37.87,37.263,39.554,21705,19304,21705,19304,21705,12123,165737,181797,165737,181797,165737,150674,328373,83097,328373,83097,83628,82030,5808706,5909575,5808706,5909575,5808706,5721846,5967350,6084213,5967350,6084213,5967350,5879356,328373,83097,328373,83097,83628,82030,114469,28861,114469,28861,27876,29282,399680,101384,399680,101384,100877,99419,5843648,5956611,5843648,5956611,5843648,5758605,1037.62892898,14.48,17.16,12.76,64,,,-2,72,,72,,72,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,A-,2025-11-24 16:39:00,Stable,2025-11-24 16:39:00,339229,85410,339229,85410,86316,84720
HSBC ETFs Public Limited Company - HSBC MSCI USA UCITS ETF (LSE:HMUS),5731103,IQ105707661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.243146596853,67.3879336216639,67.74395727484,54.96362100698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria Group Oyj (HLSE:ALEX),5779845,IQ50176680,61881.2051595823,16841.8852986198,61881.2051595823,,16841.8852986198,16908.9316505297,63888.693226416,63888.693226416,63888.693226416,,63888.693226416,63843.717008232,20031.701310984,20031.701310984,20031.701310984,,20031.701310984,20017.599439068,31.354,31.354,31.354,,31.354,31.354,39141.716581928,39141.716581928,39141.716581928,,39141.716581928,39114.161684556,11447.692854,11447.692854,11447.692854,,11447.692854,11439.633933,7971.116593416,7971.116593416,7971.116593416,,7971.116593416,7965.505104732,43856.991915432,43856.991915432,43856.991915432,,43856.991915432,43826.117569164,3.419,3.419,3.419,,3.419,3.419,3.395,3.395,3.395,,3.395,3.395,21938.47599764,21938.47599764,21938.47599764,,21938.47599764,21923.03179878,19367.14806428,19367.14806428,19367.14806428,,19367.14806428,19353.51402306,13751.5045467268,4460.62859168851,13751.5045467268,,4460.62859168851,4478.38603801918,,,,,,,16929.670078136,16929.670078136,16929.670078136,,16929.670078136,16917.751967172,,,,,,,8791.55630644971,2896.52719199296,8791.55630644971,,2896.52719199296,2908.05806148812,27395.6019626521,5082.31087485742,27395.6019626521,,5082.31087485742,5102.54319430321,27694.023727928,27694.023727928,27694.023727928,,27694.023727928,27674.527751556,138.425404335665,12.2250818932,14.5063172704,10.57557323584,175,,,2,94,94,94,,94,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,14384.6413177674,4623.61645618973,14384.6413177674,,4623.61645618973,4723.84109947919
"Broadstone Net Lease, Inc. (NYSE:BNL)",5797703,IQ62454807,454138,121401,454138,121401,118295,114167,5717267,5845027,5717267,5845027,5717267,5519271,2683806,2823678,2683806,2823678,2683806,2506762,46.942,48.309,46.942,48.309,46.942,45.418,,269651,,269651,,,137635,146582,137635,146582,137635,111745,2521492,2652602,2521492,2652602,2521492,2352301,3033461,3021349,3033461,3021349,3033461,3012509,2.297,1.84,2.297,1.84,2.297,2.876,1.976,1.83,1.976,1.83,1.976,2.864,30540,20310,30540,20310,30540,81966,,,,,,,233498,63346,233498,63346,60577,58049,223186,227997,223186,227997,223186,218520,223186,227997,223186,227997,223186,218520,233498,63346,233498,63346,60577,58049,96495,46365,96495,46365,33126,26466,431167,115221,431167,115221,112012,107969,178450,123069,178450,123069,178450,209685,3722.18883255,19.52,20.475,15.2808,72,,,1,62,,62,,62,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB,2021-01-21 16:42:34,Stable,2021-01-21 16:42:34,387814,103857,387814,103857,101328,96797
Granite Point Mortgage Trust Inc. (NYSE:GPMT),6257290,IQ431961933,6309,-6961,6309,,-6961,11939,1755224,1755224,1755224,,1755224,1805845,1202412,1202412,1202412,,1202412,1223734,68.505,68.505,68.505,,68.505,67.765,,,,,,,445337,445337,445337,,445337,444285,1172021,1172021,1172021,,1172021,1194479,552812,552812,552812,,552812,582111,3.65,3.65,3.65,,3.65,3.746,3.618,3.618,3.618,,3.618,3.721,65958,65958,65958,,65958,62690,-643150,-643150,-643150,,-643150,-613177,,,,,,,,,,,,,1545326,1545326,1545326,,1545326,1590279,,,,,,,-41152,-23809,-41152,,-23809,3035,2705,-7855,2705,,-7855,11077,1180055,1180055,1180055,,1180055,1219897,67.56667125,1.47,3.115,1.24,33,,,0,28,28,28,,28,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,,,,,,
Redfin Corporation,6371822,IQ25389842,1042979,280496,,,,,1012457,1048675,,,,,1095125,1228366,,,,,108.165,117.135,,,,,375438,439870,,,,,332563,397644,,,,,994897,1002036,,,,,-82668,-179691,,,,,1.129,1.106,,,,,0.532,0.568,,,,,124743,173423,,,,,-988134,-1119018,,,,,-149571,-25753,,,,,,,,,,,48730,47578,,,,,,,,,,,-164801,-38365,,,,,364201,102514,,,,,42875,42226,,,,,1432.66889301,,,,4556,,,0,4778,,,,,,,,,,,,Deloitte & Touche LLP,,,,,,,,,,,,,-106803,-18634,,,,
"Compass, Inc. (NYSE:COMP)",6529059,IQ224953563,6961600,1699800,6961600,,1699800,1846000,1539500,1539500,1539500,,1539500,1553500,752200,752200,752200,,752200,775100,48.86,48.86,48.86,,48.86,49.894,317200,317200,317200,,317200,313300,367300,367300,367300,,367300,391000,476200,476200,476200,,476200,481000,787300,787300,787300,,787300,778400,0.864,0.864,0.864,,0.864,0.801,0.765,0.765,0.765,,0.765,0.707,199000,199000,199000,,199000,170300,-2730700,-2730700,-2730700,,-2730700,-2688100,-27400,-29500,-27400,,-29500,3400,,,,,,,82000,82000,82000,,82000,106000,,,,,,,-58500,-42600,-58500,,-42600,-4600,851400,201100,851400,,201100,232300,-50100,-50100,-50100,,-50100,-77700,5267.78644634,7.32,13.955,5.655,25195,,,0,3200,3200,3200,,3200,,,,,,,,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,B+,2026-04-06 17:38:16,Positive,2026-04-06 17:38:16,76000,-11900,76000,,-11900,31000
Bridge Investment Group Holdings LLC,6533459,IQ132698650,419220,102877,,,,,1247382,1177964,,,,,741482,723658,,,,,59.443,61.433,,,,,219740,177855,,,,,178073,151137,,,,,467866,465495,,,,,505900,454306,,,,,1.234,1.177,,,,,0.825,0.663,,,,,90599,72819,,,,,-22449,-39818,,,,,41185,14521,,,,,,,,,,,77124,56125,,,,,,,,,,,33276,894,,,,,184055,37605,,,,,41667,26718,,,,,454.8499776,,,,577,,,-1,2250,,,,,,,,,,,,Deloitte & Touche LLP,,,,,,,,,,,,,61057,19262,,,,
Opendoor Technologies Inc. (NASDAQGS:OPEN),6556723,IQ273515631,4371000,736000,4371000,,736000,915000,2407000,2407000,2407000,,2407000,2700000,1402000,1402000,1402000,,1402000,1889000,58.247,58.247,58.247,,58.247,69.963,2299000,2299000,2299000,,2299000,2587000,327000,327000,327000,,327000,914000,1320000,1320000,1320000,,1320000,1787000,1005000,1005000,1005000,,1005000,811000,7.031,7.031,7.031,,7.031,2.83,2.942,2.942,2.942,,2.942,1.053,962000,962000,962000,,962000,962000,-5033000,-5033000,-5033000,,-5033000,-3929000,-273000,-151000,-273000,,-151000,-65000,,,,,,,,,,,,,,,,,,,-1300000,-1096000,-1300000,,-1096000,-90000,350000,57000,350000,,57000,66000,1972000,1972000,1972000,,1972000,1673000,4916.20971753,5.39,10.87,0.5084,1210,,,-3,1042,1042,1042,,1042,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,-229000,-140000,-229000,,-140000,-54000
"FrontView REIT, Inc. (NYSE:FVR)",6610825,IQ433836811,66765,16329,66765,,16329,16647,854443,854443,854443,,854443,846790,361219,361219,361219,,361219,342639,42.275,42.275,42.275,,42.275,40.463,,,,,,,35183,35183,35183,,35183,21518,316010,316010,316010,,316010,322848,493224,493224,493224,,493224,504151,1.2,1.2,1.2,,1.2,2.48,0.75,0.75,0.75,,0.75,1.513,13518,13518,13518,,13518,19595,-28149,-28149,-28149,,-28149,-19285,12582,1797,12582,,1797,4175,12534,12534,12534,,12534,12699,12534,12534,12534,,12534,12699,12582,1797,12582,,1797,4175,-3829,-4110,-3829,,-4110,4015,57024,13887,57024,,13887,14438,7038,7038,7038,,7038,31841,391.24579266,17.86,18.095,10.81,19,,,0,22,22,22,,22,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,49031,11320,49031,,11320,12178
VICI Properties Inc. (NYSE:VICI),6614190,IQ430871960,4006116,1018521,4006116,1018521,1013090,1007488,46724168,47089674,46724168,47089674,46724168,46535840,18501581,18470812,18501581,18470812,18501581,18438562,39.597,39.225,39.597,39.225,39.597,39.622,,,,,,,2543992,3962923,2543992,3962923,2543992,1182036,17689740,17701677,17689740,17701677,17689740,17680157,28222587,28618862,28222587,28618862,28222587,28097278,17.233,11.12,17.233,11.12,17.233,37.05,17.231,11.119,17.231,11.119,17.231,37.048,563479,480206,563479,480206,563479,507503,2767053,3158398,2767053,3158398,2767053,2643251,3647572,1094818,3647572,1094818,813608,984039,43244989,43549810,43244989,43549810,43244989,43253801,43272767,43576095,43272767,43576095,43272767,43284454,3647572,1094818,3647572,1094818,813608,984039,2775493,872390,2775493,872390,604767,762040,3971657,1011885,3971657,1011885,1005855,1000714,41297020,40105110,41297020,40105110,41297020,42612533,30029.05795283,28.415,34.01,26.55,35,,,6,28,,28,,28,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB-,2022-04-18 09:28:24,Stable,2022-04-18 09:28:24,3651209,1095785,3651209,1095785,814571,984976
Ultimate Lifestyle Corp,6675434,IQ386411,,35277,,,,,,56808,,,,,,74126,,,,,,130.485,,,,,,38146,,,,,,74126,,,,,,40920,,,,,,-17318,,,,,,0.515,,,,,,0.353,,,,,,1865,,,,,,-114851,,,,,-415.6,-1038,,,,,,,,,,,,24335,,,,,,,,,,,-415.6,-3329,,,,,,10395,,,,,,-35980,,,,,7.3995e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-122,,,,
