SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
MGM Resorts International (NYSE:MGM),4094582,IQ286798,17537683,4454718,17537683,4454718,4605267,4250464,41373786,41402158,41373786,41402158,41373786,41410875,38097468,38070154,38097468,38070154,38097468,37959486,92.081,91.952,92.081,91.952,92.081,91.666,4332424,4528763,4332424,4528763,4332424,3931777,3512107,3393574,3512107,3393574,3512107,3184426,31553854,31693570,31553854,31693570,31553854,31520938,3276318,3332004,3276318,3332004,3276318,3451389,1.234,1.335,1.234,1.335,1.234,1.235,1.03,1.1,1.03,1.1,1.03,1.08,2062994,2292830,2062994,2292830,2062994,2133548,2106836,2173529,2106836,2173529,2106836,2324289,1336761,305436,1336761,305436,325096,219414,,,,,,,1343094,1227523,1343094,1227523,1343094,1096754,,,,,,,205862,125136,205862,125136,293612,-285255,7790131,1990190,7790131,1990190,2027894,1845597,820317,1135189,820317,1135189,820317,747351,9783.7512264,38.34,40.94,29.185,7463,,,0,69000,,69000,,69000,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2021-03-04 18:30:44,Stable,2023-05-11 16:47:38,2354555,569161,2354555,569161,603754,480131
McDonald's Corporation (NYSE:MCD),4095638,IQ139488,26885000,7009000,26885000,,7009000,7078000,59515000,59515000,59515000,,59515000,60608000,61306000,61306000,61306000,,61306000,62771000,103.009,103.009,103.009,,103.009,103.569,4163000,4163000,4163000,,4163000,6079000,4361000,4361000,4361000,,4361000,6079000,54830000,54830000,54830000,,54830000,55838000,-1791000,-1791000,-1791000,,-1791000,-2163000,0.955,0.955,0.955,,0.955,1,0.743,0.743,0.743,,0.743,0.821,774000,774000,774000,,774000,2413000,70282000,70282000,70282000,,70282000,69440000,12395000,3159000,12395000,,3159000,3320000,,,,,,,2466000,2466000,2466000,,2466000,2579000,,,,,,,8563000,2164000,8563000,,2164000,2278000,15434000,4031000,15434000,,4031000,4105000,-198000,-198000,-198000,,-198000,0,201946.1299671,286.32,341.75,283.47,150134,,,-1,150000,150000,150000,,150000,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,BBB+,2015-11-10 14:47:02,Stable,2021-04-26 16:27:32,14594000,3735000,14594000,,3735000,3879000
Noodles & Company (NASDAQGS:NDLS),4099382,IQ8101881,495089,122776,495089,,122776,122086,261671,261671,261671,,261671,280572,306976,306976,306976,,306976,319471,117.314,117.314,117.314,,117.314,113.864,18893,18893,18893,,18893,23819,61845,61845,61845,,61845,70650,268854,268854,268854,,268854,276097,-45305,-45305,-45305,,-45305,-38899,0.305,0.305,0.305,,0.305,0.337,0.091,0.091,0.091,,0.091,0.129,1265,1265,1265,,1265,4694,-227025,-227025,-227025,,-227025,-220217,-5327,1532,-5327,,1532,-638,,,,,,,4376,4376,4376,,4376,4445,,,,,,,-42568,-6808,-42568,,-6808,-9151,71082,19396,71082,,19396,18244,-42952,-42952,-42952,,-42952,-46831,75.457577745,12.77,13.235,3.57,1864,,,-1,6500,6500,6500,,6500,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,21720,7746,21720,,7746,5966
Las Vegas Sands Corp. (NYSE:LVS),4107929,IQ3632895,13017000,3585000,13017000,3585000,3649000,3331000,21920000,21176000,21920000,21176000,21920000,21502000,19986000,19568000,19986000,19568000,19986000,19635000,91.177,92.406,91.177,92.406,91.177,91.317,4832000,4266000,4832000,4266000,4832000,4152000,4222000,4633000,4222000,4633000,4222000,4671000,16034000,15781000,16034000,15781000,16034000,15823000,1934000,1608000,1934000,1608000,1934000,1867000,1.144,0.921,1.144,0.921,1.144,0.889,1.086,0.865,1.086,0.865,1.086,0.835,3841000,3330000,3841000,3330000,3841000,3353000,4387000,4753000,4387000,4753000,4387000,4161000,3065000,912000,3065000,912000,871000,787000,,,,,,,742000,677000,742000,677000,742000,548000,,,,,,,1627000,567000,1627000,567000,395000,419000,10411000,2862000,10411000,2862000,2900000,2674000,610000,-367000,610000,-367000,610000,-519000,34362.64878158,53.37,70.4545,37.54,662,,,-10,41250,,41250,,41250,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BBB,2026-04-30 16:50:45,Stable,2026-04-30 16:50:45,4533000,1290000,4533000,1290000,1182000,1211000
"Wynn Resorts, Limited (NASDAQGS:WYNN)",4107971,IQ3449701,7137924,1865983,7137924,,1865983,1833747,13108117,13108117,13108117,,13108117,12802172,14139396,14139396,14139396,,14139396,13943642,107.867,107.867,107.867,,107.867,108.916,2683521,2683521,2683521,,2683521,2532647,1643178,1643178,1643178,,1643178,1441675,12292254,12292254,12292254,,12292254,12196312,-1031279,-1031279,-1031279,,-1031279,-1141470,1.633,1.633,1.633,,1.633,1.757,1.502,1.502,1.502,,1.502,1.605,1463442,1463442,1463442,,1463442,1486291,-1454239,-1454239,-1454239,,-1454239,-1528294,1142684,292406,1142684,,292406,310489,,,,,,,402641,402641,402641,,402641,352659,,,,,,,327334,100028,327334,,100028,88341,4867006,1265886,4867006,,1265886,1266200,1040343,1040343,1040343,,1040343,1090972,10605.77674584,105.97,134.72,81.6601,673,,,-1,28500,28500,28500,,28500,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,BB-,2023-11-15 16:10:54,Stable,2023-11-15 16:10:54,1749601,438167,1749601,,438167,463317
Six Flags Entertainment Corporation (NYSE:FUN),4121677,IQ96760,3100289,650089,3100289,,650089,1317753,7799202,7799202,7799202,,7799202,7889486,7014398,7014398,7014398,,7014398,7027875,89.937,89.937,89.937,,89.937,89.079,472868,472868,472868,,472868,500619,685118,685118,685118,,685118,860336,5427325,5427325,5427325,,5427325,5241156,784804,784804,784804,,784804,861611,0.69,0.69,0.69,,0.69,0.582,0.518,0.518,0.518,,0.518,0.409,91134,91134,91134,,91134,70683,-1763369,-1763369,-1763369,,-1763369,-1670985,233464,-29978,233464,,-29978,436606,,,,,,,263543,263543,263543,,263543,280878,,,,,,,-1599098,-92384,-1599098,,-92384,-1187348,1110329,186895,1110329,,186895,665810,-212250,-212250,-212250,,-212250,-359717,1801.09997406,18.54,38.47,12.51,1059,,,-1,4225,4225,4225,,4225,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,B+,2026-02-25 15:28:44,Stable,2026-02-25 15:28:44,719847,91394,719847,,91394,564659
"Expedia Group, Inc. (NASDAQGS:EXPE)",4122573,IQ25915843,14733000,3547000,14733000,,3547000,4412000,24452000,24452000,24452000,,24452000,25108000,21905000,21905000,21905000,,21905000,22515000,89.584,89.584,89.584,,89.584,89.673,12199000,12199000,12199000,,12199000,12850000,16657000,16657000,16657000,,16657000,17262000,6487000,6487000,6487000,,6487000,6490000,2547000,2547000,2547000,,2547000,2593000,0.732,0.732,0.732,,0.732,0.744,0.597,0.597,0.597,,0.597,0.619,5413000,5413000,5413000,,5413000,5826000,1696000,1696000,1696000,,1696000,1540000,2163000,548000,2163000,,548000,1128000,,,,,,,4204000,4204000,4204000,,4204000,4522000,,,,,,,1294000,205000,1294000,,205000,959000,13277000,3201000,13277000,,3201000,4036000,-4458000,-4458000,-4458000,,-4458000,-4412000,29585.4419805,252.3,303.8,148.55,17615,,,-1,16000,16000,16000,,16000,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,BBB,2023-03-16 10:16:50,Stable,2023-03-16 10:16:50,2301000,768000,2301000,,768000,1353000
Booking Holdings Inc. (NASDAQGS:BKNG),4122589,IQ33254,26917000,5532000,26917000,5532000,6349000,9008000,29264000,27720000,29264000,27720000,29264000,28752000,34842000,36444000,34842000,36444000,34842000,33488000,119.061,131.472,119.061,131.472,119.061,116.472,22264000,20934000,22264000,20934000,22264000,21703000,16698000,19811000,16698000,19811000,16698000,16265000,19414000,19176000,19414000,19176000,19414000,17758000,-5578000,-8724000,-5578000,-8724000,-5578000,-4736000,1.333,1.057,1.333,1.057,1.333,1.334,1.259,0.987,1.259,0.987,1.259,1.262,17203000,16024000,17203000,16024000,17203000,16509000,40670000,41420000,40670000,41420000,40670000,39553000,9487000,1385000,9487000,1385000,2060000,4045000,,,,,,,3820000,3520000,3820000,3520000,3820000,4013000,,,,,,,5404000,1083000,5404000,1083000,1428000,2748000,23514000,4639000,23514000,4639000,5480000,8063000,5566000,1123000,5566000,1123000,5566000,5438000,128304.37143288,170,233.576544,150.618,3038,,,1,23936,24900,23936,24900,23936,24800,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,A-,2018-06-26 15:53:30,Stable,2021-11-11 17:04:52,10110000,1516000,10110000,1516000,2211000,4205000
Travelzoo (NASDAQGS:TZOO),4122592,IQ2929220,91719,24273,91719,24273,22474,22198,45192,50935,45192,50935,45192,46164,47614,54090,47614,54090,47614,49247,105.359,106.194,105.359,106.194,105.359,106.678,23396,28487,23396,28487,23396,24423,34170,39267,34170,39267,34170,35847,5995,6623,5995,6623,5995,6552,-2422,-3155,-2422,-3155,-2422,-3083,0.685,0.725,0.685,0.725,0.685,0.681,0.614,0.615,0.614,0.615,0.614,0.609,10007,10571,10007,10571,10007,8491,7243,6461,7243,6461,7243,6925,6904,3445,6904,3445,552,488,,,,,,,10723,13592,10723,13592,10723,13347,,,,,,,4699,2478,4699,2478,-21,150,73643,19037,73643,19037,17530,17679,-10774,-10780,-10774,-10780,-10774,-11424,101.34276399,9.82,15.479,4.715,300,,,-1,249,,249,,249,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,7093,3501,7093,3501,616,545
"Parks! America, Inc. (OTCQX:PRKA)",4151888,IQ8591851,10471.575,2093.398,10471.575,2093.398,3223.176,3475.92,19499.442,19208.517,19499.442,19208.517,19499.442,18590.07,4234.3,3979.436,4234.3,3979.436,4234.3,4013.362,21.715,20.717,21.715,20.717,21.715,21.589,4440.921,4057.431,4440.921,4057.431,4440.921,3230.239,1157.681,1007.448,1157.681,1007.448,1157.681,1020.276,3185.548,3089.232,3185.548,3089.232,3185.548,3278.496,15265.142,15229.081,15265.142,15229.081,15265.142,14576.708,3.836,4.027,3.836,4.027,3.836,3.166,3.365,3.407,3.365,3.407,3.365,2.663,3877.394,3421.972,3877.394,3421.972,3877.394,2687.661,10170.821,10134.76,10170.821,10134.76,10170.821,9482.387,1374.489,-21.674,1374.489,-21.674,903.427,1016.567,,,,,,,18.293,10.569,18.293,10.569,18.293,29.214,,,,,,,1458.083,-36.061,1458.083,-36.061,688.434,824.37,9145.715,1817.423,9145.715,1817.423,2865.823,3074.074,3283.24,3049.983,3283.24,3049.983,3283.24,2209.963,26.5259104,,69.99,30.01,,,,,88,,88,,88,,,,,,,,"GBQ Partners, LLC",,"GBQ Partners, LLC",,"GBQ Partners, LLC",,,,,,,,,2260.485,189.407,2260.485,189.407,1129.804,1247.323
Travel + Leisure Co. (NYSE:TNL),4154740,IQ31063165,4021000,961000,4021000,961000,1025000,1044000,6760000,6840000,6760000,6840000,6760000,6892000,7742000,7863000,7742000,7863000,7742000,7713000,114.527,114.956,114.527,114.956,114.527,111.912,4753000,4672000,4753000,4672000,4753000,4685000,1543000,1596000,1543000,1596000,1543000,1596000,5759000,5918000,5759000,5918000,5759000,5717000,-982000,-1023000,-982000,-1023000,-982000,-821000,3.08,2.927,3.08,2.927,3.08,2.935,2.08,1.889,2.08,1.889,2.08,1.883,253000,254000,253000,254000,253000,240000,2412000,2453000,2412000,2453000,2412000,2510000,803000,181000,803000,181000,219000,222000,,,,,,,2922000,2761000,2922000,2761000,2922000,2765000,,,,,,,230000,79000,230000,79000,-61000,111000,2010000,476000,2010000,476000,537000,537000,3210000,3076000,3210000,3076000,3210000,3089000,3880.12765056,63.84,81,46.23,5827,,,-1,19300,,19300,,19300,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,BB-,2018-06-01 10:37:09,Stable,2021-10-29 15:28:29,927000,213000,927000,213000,251000,253000
"BJ's Restaurants, Inc. (NASDAQGS:BJRI)",4168729,IQ374469,1399126,355399,1399126,,355399,330157,1015455,1015455,1015455,,1015455,1022045,649262,649262,649262,,649262,665847,63.938,63.938,63.938,,63.938,65.149,74925,74925,74925,,74925,70630,187775,187775,187775,,187775,193734,490758,490758,490758,,490758,500850,366193,366193,366193,,366193,356198,0.399,0.399,0.399,,0.399,0.365,0.225,0.225,0.225,,0.225,0.214,23781,23781,23781,,23781,25431,291173,291173,291173,,291173,281907,49389,13279,49389,,13279,-422,,,,,,,18391,18391,18391,,18391,16070,,,,,,,48808,12643,48808,,12643,465,216236,57205,216236,,57205,41321,-112850,-112850,-112850,,-112850,-123104,776.88020256,37.23,47.02,28.46,3345,,,-1,22230,22230,22230,,22230,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,126632,34198,126632,,34198,18889
"BHI Holdings, Inc. (PSE:BH)",4175554,IQ11016150,52.1742108815092,12.8199261717897,52.1742108815092,12.8199261717897,12.8841292168055,13.2496432218211,1763.00355173131,1710.87736437276,1763.00355173131,1710.87736437276,1763.00355173131,1778.72748452927,76.623082411632,74.386341569638,76.623082411632,74.386341569638,76.623082411632,75.43374400495,4.346,4.348,4.346,4.348,4.346,4.241,64.633951731312,1710.87736437276,64.633951731312,1710.87736437276,64.633951731312,1778.72748452927,76.623082411632,74.386341569638,76.623082411632,74.386341569638,76.623082411632,75.43374400495,0,14.297697098104,0,14.297697098104,0,0,1686.38046931968,1636.49102280313,1686.38046931968,1636.49102280313,1686.38046931968,1703.29374052432,0.844,23,0.844,23,0.844,23.58,0.08,22.224,0.08,22.224,0.08,0.051,6.125900261328,4.319272565888,6.125900261328,4.319272565888,6.125900261328,3.815499420585,709.4654527092,688.043142883656,709.4654527092,688.043142883656,709.4654527092,715.9824801759,5.37636715374783,-0.769713674531819,5.37636715374783,-0.769713674531819,1.56359650158514,2.14779805859491,,,,,,,,1648.8794,,1648.8794,,1716.4435,,,,,,,4.0167908377562,-0.769713674531819,4.0167908377562,-0.769713674531819,1.02536643655711,2.14779805859491,52.1742108815092,12.8199261717897,52.1742108815092,12.8199261717897,12.8841292168055,13.2496432218211,-11.98913068032,1636.49102280313,-11.98913068032,1636.49102280313,-11.98913068032,1703.29374052432,5.51665032336224,,11.03358752,11.03358752,,,,,2,,2,,2,,,,,,,,Punongbayan & Araullo,,Punongbayan & Araullo,,Punongbayan & Araullo,,,,,,,,,,,,,,
"Cracker Barrel Old Country Store, Inc. (NASDAQGS:CBRL)",4202114,IQ264897,3483684,874817,3483684,797188,868009,821147,2161884,2103812,2161884,2151374,2161884,2139049,1700195,1677985,1700195,1722606,1700195,1669738,78.644,79.759,78.644,80.07,78.644,78.06,313112,283743,313112,305585,313112,276825,625603,581009,625603,593870,625603,423033,1179609,1206419,1179609,1241296,1179609,1196264,461689,425827,461689,428768,461689,469311,0.5,0.488,0.5,0.515,0.5,0.654,0.14,0.1,0.14,0.082,0.14,0.149,39643,8571,39643,8937,39643,9814,450951,416384,450951,420854,450951,449886,75088,881,75088,-29324,20168,15575,,,,,,,47890,49597,47890,39679,47890,53086,,,,,,,46379,1282,46379,-24622,6754,12574,1147987,266432,1147987,247481,286667,269086,-312491,-297266,-312491,-288285,-312491,-146208,649.96774884,30.795,71.93,24.85,10539,,,-1,76730,,76730,,76730,,,,,,,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,NR,2011-08-04 12:48:00,NR,2011-08-04 12:48:00,197326,31401,197326,878,52027,46566
"Domino's Pizza, Inc. (NASDAQGS:DPZ)",4206221,IQ3132512,4939994,1150594,4939994,1150594,1535740,1147054,1716459,1844488,1716459,1844488,1716459,1660277,5617601,5751261,5617601,5751261,5617601,5622236,327.278,311.808,327.278,311.808,327.278,338.632,894201,948993,894201,948993,894201,867734,541621,592000,541621,592000,541621,539153,5048284,5135773,5048284,5135773,5048284,5051715,-3901142,-3906773,-3901142,-3906773,-3901142,-3961959,1.651,1.603,1.651,1.603,1.651,1.609,0.815,0.911,0.815,0.911,0.815,0.773,125675,232922,125675,232922,125675,139728,-3898622,-3902172,-3898622,-3902172,-3898622,-3957671,954946,222577,954946,222577,295522,223168,,,,,,,315958,306098,315958,306098,315958,277175,,,,,,,601704,139811,601704,139811,181643,139319,1414066,333983,1414066,333983,437865,328260,352580,356993,352580,356993,352580,328581,10990.3870854,336.93,499.08,326.54,26605,,,-1,8200,,8200,,8200,,,,,,,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,PricewaterhouseCoopers LLP,,,,,,,,,1009173,243011,1009173,243011,309078.75,243583
"Portsmouth Square, Inc. (OTCPK:PRSI)",4208842,IQ3175908,46363,12661,46363,12418,12368,12210,46920,43611,46920,45174,46920,45365,171040,172607,171040,171879,171040,166995,364.535,395.788,364.535,380.482,364.535,368.114,12860,9029,12860,10696,12860,10475,30001,30790,30001,30305,30001,25572,141606,141817,141606,141712,141606,141423,-124120,-128996,-124120,-126705,-124120,-121630,0.429,0.293,0.429,0.353,0.429,0.41,0.166,0.121,0.166,0.162,0.166,0.137,4470,3408,4470,4337,4470,3004,-126212,-131088,-126212,-128797,-126212,-123722,3871,1004,3871,797,1101,1264,,,,,,,397,162,397,414,397,400,,,,,,,-9110,-2291,-9110,-2585,-2490,-712,8995,2234,8995,1937,2532,2525,-17141,-21761,-17141,-19609,-17141,-15097,4.3317033,,9.71,2,1,,,0,4,,4,,4,,,,,,,,"WithumSmith+Brown, PC",,"WithumSmith+Brown, PC",,"WithumSmith+Brown, PC",,,,,,,,,7405,1918,7405,1671,1980,2138
"BT Brands, Inc. (NASDAQCM:BTBD)",4214301,IQ39821114,13486.629,2622.184,13486.629,,2622.184,3853.682,10745.052,10745.052,10745.052,,10745.052,11938.554,4326.664,4326.664,4326.664,,4326.664,4214.101,40.267,40.267,40.267,,40.267,35.298,5897.974,5897.974,5897.974,,5897.974,6633.241,1217.563,1217.563,1217.563,,1217.563,974.898,3659.571,3659.571,3659.571,,3659.571,3743.972,6418.388,6418.388,6418.388,,6418.388,7724.453,4.844,4.844,4.844,,4.844,6.804,3.693,3.693,3.693,,3.693,4.914,846.167,846.167,846.167,,846.167,1277.738,-5048.938,-5048.938,-5048.938,,-5048.938,-3720.942,-391.816,-517.31,-391.816,,-517.31,492.811,,,,,,,54.506,54.506,54.506,,54.506,50.83,,,,,,,-687.839,-1327.996,-687.839,,-1327.996,914.975,2599.034,188.064,2599.034,,188.064,1053.971,4680.411,4680.411,4680.411,,4680.411,5658.343,11.0785032,1.93,5.6,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,256.888,-320.736,256.888,,-320.736,643.821
"Chipotle Mexican Grill, Inc. (NYSE:CMG)",4225889,IQ26446,11925601,3088242,11925601,3088242,2983511,3003444,8994531,8803219,8994531,8803219,8994531,9281848,6163924,6395584,6163924,6395584,6163924,6060010,68.53,72.651,68.53,72.651,68.53,65.289,1466953,1137319,1466953,1137319,1466953,1773780,1188142,1237353,1188142,1237353,1188142,1150064,5075814,5245880,5075814,5245880,5075814,4980117,2830607,2407635,2830607,2407635,2830607,3221838,1.235,0.919,1.235,0.919,1.235,1.542,1.092,0.781,1.092,0.781,1.092,1.415,350545,246636,350545,246636,350545,698743,619908,167670,619908,167670,619908,1038734,2020560,409843,2020560,409843,453894,484576,,,,,,,247859,94934,247859,94934,247859,205528,,,,,,,1535761,302824,1535761,302824,330932,382103,4782031,1199604,4782031,1199604,1160339,1186016,278811,-100034,278811,-100034,278811,623716,41021.83332,33,58.42,29.75,14910,,,-1,130301,,130301,,130301,,,,,,,,Ernst & Young LLP,,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,2381942,506561,2381942,506561,546596,575100
Wingstop Inc. (NASDAQGS:WING),4227527,IQ260824267,696853,183725,696853,183725,175694,175736,693409,648886,693409,648886,693409,721033,1430171,1448058,1430171,1448058,1430171,1423649,206.252,223.161,206.252,223.161,206.252,197.446,267488,216945,267488,216945,267488,320204,81965,96740,81965,96740,81965,78977,1270406,1270415,1270406,1270415,1270406,1269631,-736762,-799172,-736762,-799172,-736762,-702616,3.263,2.243,3.263,2.243,3.263,4.054,2.652,1.575,2.652,1.575,2.652,3.255,196572,128816,196572,128816,196572,237640,-744915,-804285,-744915,-804285,-744915,-709681,192162,53344,192162,53344,47765,51024,,,,,,,20823,23525,20823,23525,20823,19420,,,,,,,174267,29883,174267,29883,26761,28478,339250,91698,339250,91698,86542,85853,185523,120205,185523,120205,185523,241227,4098.4992265,160.73,388.14,142.24,,,,,856,,856,,856,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,217230,60185,217230,60185,54152,57257
