CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Deep Blue Marine, Inc.",NPMCPT,Consumer Goods,Recreation & Electronics,Recreational Boats,USA,DPBE,A,L,21991899,100.0,"Deep Blue Marine, Inc.",United States
"Nu Skin Enterprises, Inc.",NUSKA,Consumer Goods,Personal Care & Beauty,Personal Care Products/Appliances,USA,NUS,A,L,352094,100.0,"Nu Skin Enterprises, Inc.",United States
"BRC, Inc.",BUFDFG,Consumer Goods,Food & Beverage,Coffee Products,USA,BRCC,A,L,1757585121,100.0,BRC Inc.,United States
Clarus Corp.,SQLFIN,Consumer Goods,Other Consumer Goods,Sports Equipment,USA,CLAR,A,L,25301852,100.0,Clarus Corporation,United States
"Traeger, Inc.",TRGRIU,Consumer Goods,Home & Household,Household Appliances,USA,COOK,A,L,1673203795,100.0,"Traeger, Inc.",United States
"USANA Health Sciences, Inc.",USANA,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,USNA,A,L,367118,100.0,"USANA Health Sciences, Inc.",United States
"Cricut, Inc.",PCANI,Consumer Goods,Home & Household,Nondurable Household Products,USA,CRCT,A,L,4319784,100.0,"Cricut, Inc.",United States
"Bassett Furniture Industries, Inc.",BSETT,Consumer Goods,Home & Household,Household/Institutional/Street Furniture,USA,BSET,A,L,253995,100.0,"Bassett Furniture Industries, Incorporated",United States
Hamilton Beach Brands Holding Co.,HBPSI,Consumer Goods,Home & Household,Household Appliances,USA,HBB,A,L,534937823,100.0,Hamilton Beach Brands Holding Company,United States
Hooker Furnishings Corp.,HOOKF,Consumer Goods,Home & Household,Wooden Furniture,USA,HOFT,A,L,3158355,100.0,Hooker Furnishings Corporation,United States
"Altria Group, Inc.",PHILM,Consumer Goods,Tobacco & Cannabis,Cigarettes,USA,MO,A,L,296308,100.0,"Altria Group, Inc.",United States
Universal Corp.,UNLEAF,Consumer Goods,Tobacco & Cannabis,Tobacco Products,USA,UVV,A,L,191216,100.0,Universal Corporation,United States
Home Energy Savings Corp.,CARCPC,Consumer Goods,Home & Household,Home Improvement Products,USA,HESV,A,L,2983570,100.0,Home Energy Savings Corp.,United States
"Funko, Inc.",FUNKLL,Consumer Goods,Recreation & Electronics,Toys/Games,USA,FNKO,A,L,539897555,100.0,"Funko, Inc.",United States
"VirExit Technologies, Inc.",TVOBVZ,Consumer Goods,Apparel & Textiles,Safety/Protective Clothing,USA,VXIT,A,L,269643524,100.0,"VirExit Technologies, Inc.",United States
Jones Soda Co.,URBJUC,Consumer Goods,Food & Beverage,Soft Drinks,USA,JSDA,A,L,415336,100.0,Jones Soda Co.,United States
