CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Tecogen, Inc.",TECGEN,Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,USA,TGEN,A,L,862537,100.0,Tecogen Inc.,United States
"Teradyne, Inc.",TRADYN,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,TER,A,L,94728,100.0,"Teradyne, Inc.",United States
"Revvity, Inc.",EGG,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,RVTY,A,L,268363,100.0,"Revvity, Inc.",United States
Veralto Corp.,PDWEPD,Manufacturing,Instruments & Electronics,Environmental Control Systems,USA,VLTO,A,L,1849334916,100.0,Veralto Corporation,United States
"Mestek, Inc.",MESMAC,Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,USA,MCCK,A,L,288703,100.0,"Mestek, Inc.",United States
Kadant Inc.,THMFIB,Manufacturing,Industrial Machinery,Paper Industry Machinery Manufacturing,USA,KAI,A,L,324610,100.0,Kadant Inc.,United States
"Onto Innovation, Inc.",NANOM,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,ONTO,A,L,33946,100.0,Onto Innovation Inc.,United States
Decker Manufacturing Corp.,DCKMFG,Manufacturing,Other Manufacturing,Screws/Nuts/Bolts,USA,DMFG,A,L,3109270,100.0,Decker Manufacturing Corporation,United States
"BorgWarner, Inc.",BWAUT,Manufacturing,Automotive,Motor Vehicle Parts,USA,BWA,A,L,25708,100.0,BorgWarner Inc.,United States
"PHINIA, Inc.",CZWEUG,Manufacturing,Automotive,Vehicle Engine/Engine Parts,USA,PHIN,A,L,1818052351,100.0,PHINIA Inc.,United States
"Midnight Holdings Group, Inc.",REDOXC,Manufacturing,Automotive,Automotive Repair/Maintenance,USA,MHGI,A,L,7645972,100.0,"Midnight Holdings Group, Inc.",United States
Ford Motor Co.,FRDMO,Manufacturing,Automotive,Passenger Cars,USA,F,A,L,106335,100.0,Ford Motor Company,United States
General Motors Co.,GNMOC,Manufacturing,Automotive,Passenger Cars,USA,GM,A,L,61206100,100.0,General Motors Company,United States
Productivity Technologies Corp.,PRSQ,Manufacturing,Industrial Machinery,Metalworking Machinery,USA,PRAC,A,L,364726,100.0,Productivity Technologies Corp.,United States
"Artificial Intelligence Technology Solutions, Inc.",OTMSVE,Manufacturing,Automotive,Motor Vehicle Parts,USA,AITX,A,L,430610785,100.0,Artificial Intelligence Technology Solutions Inc.,United States
"Cooper-Standard Holdings, Inc.",COSTAA,Manufacturing,Automotive,Motor Vehicle Parts,USA,CPS,A,L,4235187,100.0,Cooper-Standard Holdings Inc.,United States
Federal Screw Works,FSCR,Manufacturing,Other Manufacturing,Screws/Nuts/Bolts,USA,FSCR,A,L,270801,100.0,Federal Screw Works,United States
Lear Corp.,LSEATC,Manufacturing,Automotive,Motor Vehicle Parts,USA,LEA,A,L,30727,100.0,Lear Corporation,United States
"Viper Networks, Inc.",VIPNET,Manufacturing,Instruments & Electronics,LED Technologies,USA,VPER,A,L,3152312,100.0,"Viper Networks, Inc.",United States
Visteon Corp.,VSTECP,Manufacturing,Automotive,Motor Vehicle Parts,USA,VC,A,L,33059010,100.0,VishalCompany,United States
Gentex Corp.,GENTCO,Manufacturing,Automotive,Motor Vehicle Parts,USA,GNTX,A,L,274926,100.0,Gentex Corporation,United States
The Toro Co.,TORO,Manufacturing,Industrial Machinery,Construction Machinery,USA,TTC,A,L,190268,100.0,The Toro Company,United States
Winland Holdings Corp.,WNLE,Manufacturing,Instruments & Electronics,Environmental Control Systems,USA,WELX,A,L,372949,100.0,Winland Holdings Corporation,United States
"Donaldson Co., Inc.",DOCI,Manufacturing,Industrial Machinery,Turbines,USA,DCI,A,L,174765,100.0,"Donaldson Company, Inc.",United States
"Graco, Inc.",GRCO,Manufacturing,Industrial Machinery,Compressors/Hydraulic Equipment,USA,GGG,A,L,29113,100.0,Graco Inc.,United States
"Delphax Technologies, Inc.",CHECT,Manufacturing,Industrial Machinery,Printing Machinery/Equipment,USA,DLPX,A,L,260103,100.0,Delphax Technologies Inc.,United States
"Electro-Sensors, Inc.",ELSE,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,ELSE,A,L,268757,100.0,"Electro-Sensors, Inc.",United States
Paul Mueller Co.,MUELP,Manufacturing,Industrial Machinery,Food Product Machinery,USA,MUEL,A,L,31775,100.0,Paul Mueller Company,United States
Emerson Electric Co.,EMELC,Manufacturing,Instruments & Electronics,Environmental Control Systems,USA,EMR,A,L,269231,100.0,Emerson Electric Co.,United States
"Energizer Holdings, Inc.",ENRGHD,Manufacturing,Instruments & Electronics,Batteries,USA,ENR,A,L,262857074,100.0,"Energizer Holdings, Inc.",United States
AirJoule Technologies Corp.,MJRYGW,Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,USA,AIRJ,A,L,1843151935,100.0,AirJoule Technologies Corporation,United States
Equitech Intl Corporation,EQTECI,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,EQTL,A,L,1006091,100.0,Equitech International Corporation,United States
Ballistic Recovery Systems  Inc.,BRS,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,BRSI,A,L,253191,100.0,Ballistic Recovery Systems Inc.,United States
Universal Mfg. Co.,UVMFG,Manufacturing,Automotive,Motor Vehicle Parts,USA,UFMG,A,L,311001,100.0,Universal Mfg. Co.,United States
Tracker Financial Group Ltd,NVNXY,Manufacturing,Other Manufacturing,Engineering Services,USA,TFGL,A,L,47835122,100.0,Tracker Financial Group Ltd,United States
Light Management Group Inc,TRSTMG,Manufacturing,Instruments & Electronics,Optical Instruments,USA,LMGR,A,L,7659222,100.0,"Light Management Group, Inc.",Canada
Northfield Precision Instrument Corp.,NFPIC,Manufacturing,Other Manufacturing,Forging/Stamping,USA,NFPC,A,L,3173708,100.0,Northfield Precision Instrument Corp.,United States
Lindsay Corp.,LNDSYM,Manufacturing,Industrial Machinery,Agricultural Machinery,USA,LNN,A,L,285016,100.0,Lindsay Corporation,United States
Amerityre Corp.,AMETIR,Manufacturing,Automotive,Tires,USA,AMTY,A,L,374085,100.0,Amerityre Corporation,United States
Cytta Corp.,CYTAPK,Manufacturing,Other Manufacturing,Telecommunications Equipment,USA,CYCA,A,L,30883392,100.0,Cytta Corp.,United States
"Hallmark Venture Group, Inc.",HOMSMA,Manufacturing,Automotive,Trucks/Lorries/Vans,USA,HLLK,A,L,1010224,100.0,"Hallmark Venture Group, Inc.",United States
"Peregrine Industries, Inc.",PEREGI,Manufacturing,Industrial Machinery,Compressors/Hydraulic Equipment,USA,PGID,A,L,1759842205,100.0,"Peregrine Industries, Inc.",United States
"CIBL, Inc.",CIBLIC,Manufacturing,Other Manufacturing,Broadband Equipment,USA,CIBY,A,L,43174050,100.0,"CIBL, Inc.",United States
Energy 1 Corp.,DAIFFI,Manufacturing,Industrial Machinery,Turbines,USA,EGOC,A,L,52806579,100.0,Energy 1 Corp.,United States
Albany International Corp.,AIC,Manufacturing,Industrial Machinery,Textile/Leatherworking Machinery,USA,AIN,A,L,248608,100.0,Albany International Corp.,United States
Standex International Corp.,STDXI,Manufacturing,Industrial Machinery,Food Product Machinery,USA,SXI,A,L,304857,100.0,Standex International Corporation,United States
OPT-Sciences Corp.,OPTSC,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,OPST,A,L,3174003,100.0,OPT-Sciences Corporation,United States
FGI Industries Ltd.,YYHESD,Manufacturing,Other Manufacturing,Plumbing Fittings/Fixtures,USA,FGI,A,L,1674018953,100.0,FGI Industries Ltd.,United States
Tel-Instrument Electronics Corp.,TELINE,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,TIKK,A,L,2447238,100.0,Tel-Instrument Electronics Corp.,United States
Alternative Energy Development Corp.,TRHOPO,Manufacturing,Automotive,Vehicle Engine/Engine Parts,USA,ADEC,A,L,49387457,100.0,Alternative Energy Development Corp.,United States
"Cenntro, Inc.",SEBHNS,Manufacturing,Automotive,Alternative Fuel Vehicles,USA,CENN,A,L,577740360,100.0,Cenntro Inc.,United States
"Bantec, Inc.",DLDVLP,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,BANT,A,L,550356411,100.0,"Bantec, Inc.",United States
The Dewey Electronics Corp.,DEWEG,Manufacturing,Aerospace & Defense,Defense Equipment/Products,USA,DEWY,A,L,413376,100.0,The Dewey Electronics Corporation,United States
"Hudson Technologies, Inc.",HDSNTC,Manufacturing,Industrial Machinery,Heating/Cooling/Air Treatment Equipment,USA,HDSN,A,L,340047,100.0,"Hudson Technologies, Inc.",United States
"Soluna Holdings, Inc.",MECTEC,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,USA,SLNH,A,L,287018,100.0,"Soluna Holdings, Inc.",United States
Graham Corp.,GRAMAN,Manufacturing,Industrial Machinery,Compressors/Hydraulic Equipment,USA,GHM,A,L,177455,100.0,Graham Corporation,United States
Air Industries Group,HTHNUT,Manufacturing,Aerospace & Defense,Aircraft Engines,USA,AIRI,A,L,4483423,100.0,Air Industries Group,United States
"Renovare Environmental, Inc.",SWFSTZ,Manufacturing,Industrial Machinery,Waste Treatment/Disposal Machinery,USA,RENO,A,L,256499818,100.0,"Renovare Environmental, Inc.",United States
Astronics Corp.,ATRO,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,ATRO,A,L,252033,100.0,Astronics Corporation,United States
"Moog, Inc.",MOOGIN,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,USA,MOG.A,A,L,289620,100.0,Moog Inc.,United States
"Monro, Inc.",MONRMB,Manufacturing,Automotive,Automotive Repair/Maintenance,USA,MNRO,A,L,318869,100.0,"Monro, Inc.",United States
"Cemtrex, Inc.",DVSFAM,Manufacturing,Instruments & Electronics,Environmental Control Systems,USA,CETX,A,L,1233961,100.0,"Cemtrex, Inc.",United States
Orbit International Corp.,ORBIN,Manufacturing,Aerospace & Defense,Defense Equipment/Products,USA,ORBT,A,L,294032,100.0,Orbit International Corp.,United States
"Standard Motor Products, Inc.",SMPR,Manufacturing,Automotive,Motor Vehicle Parts,USA,SMP,A,L,304714,100.0,"Standard Motor Products, Inc.",United States
