CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Sportsmans Warehouse Holdings, Inc.",SPORWH,Retail,Specialty Retail,Sporting Goods Retailing,USA,SPWH,A,L,23037669,100.0,"Sportsman's Warehouse Holdings, Inc.",United States
"Dollar Tree, Inc.",DOLTRE,Retail,Department & Discount,Discount Goods Retailing,USA,DLTR,A,L,27685,100.0,"Dollar Tree, Inc.",United States
"CarMax, Inc.",CARMAX,Retail,Auto Retail,Used Car Dealing,USA,KMX,A,L,356805,100.0,"CarMax, Inc.",United States
Performance Food Group Co.,PRFOOD,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,PFGC,A,L,271958947,100.0,Performance Food Group Company,United States
"Cuisine Solutions, Inc.",VIEF,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,CUSI,A,L,312052,100.0,"Cuisine Solutions, Inc.",United States
"Savers Value Village, Inc.",THIVSQ,Retail,Specialty Retail,Used Merchandise Retailing,USA,SVV,A,L,226143858,100.0,"Savers Value Village, Inc.",United States
The Gns Group Inc.,GNSGPK,Retail,Clothing & Fashion Retail,Cosmetics/Perfume Retailing,USA,NASO,A,L,421701422,100.0,"Naples Soap Company, Inc.",United States
Costco Wholesale Corp.,PCLB,Retail,Department & Discount,Mixed Retailing,USA,COST,A,L,92817,100.0,Costco Wholesale Corporation,United States
"Zumiez, Inc.",ZUMIEI,Retail,Clothing & Fashion Retail,Clothing Retail,USA,ZUMZ,A,L,3659162,100.0,Zumiez Inc.,United States
"Hour Loop, Inc.",HLOOIN,Retail,Department & Discount,Mixed Retailing,USA,HOUR,A,L,1686418647,100.0,"Hour Loop, Inc.",United States
"Amazon.com, Inc.",AMZCOM,Retail,E-commerce,Etailing,USA,AMZN,A,L,1195903573,100.0,Amazon,(Invalid Identifier)
"Qian Yuan Baixing, Inc.",BRFIM,Retail,Wholesale & Distribution,Wholesalers,USA,QYBX,A,L,41838963,100.0,"Qian Yuan Baixing, Inc.",United States
"Lands End, Inc.",LANDE,Retail,Clothing & Fashion Retail,Clothing Retail,USA,LE,A,L,285185,100.0,"Lands' End, Inc.",United States
"School Specialty, Inc.",SCHSPC,Retail,Wholesale & Distribution,Wholesalers,USA,SCOO,A,L,386708,100.0,"School Specialty, LLC",United States
Kohls Corp.,KOHLDP,Retail,Clothing & Fashion Retail,Clothing Retail,USA,KSS,A,L,61243,100.0,Kohl's Corporation,United States
"Duluth Holdings, Inc.",DULUHI,Retail,Clothing & Fashion Retail,Clothing Retail,USA,DLTH,A,L,47242142,100.0,Duluth Holdings Inc.,United States
"Dynastar Holdings, Inc.",MDGSPK,Retail,E-commerce,Etailing,USA,DYNA,A,L,127196117,100.0,"Dynastar Holdings, Inc.",United States
"A-Mark Precious Metals, Inc.",AMKPM,Retail,Specialty Retail,Specialty Retailing,USA,AMRK,A,L,23735014,100.0,Amir Marketing and Investments in Agriculture Ltd,Israel
"Guess?, Inc.",GSSSS,Retail,Clothing & Fashion Retail,Clothing Retail,USA,GES,A,L,58818586,100.0,Genesis Resources Limited,Australia
Sucro Ltd.,SUCRO,Retail,Wholesale & Distribution,Agricultural Raw Material Wholesalers,USA,SUGR,A,L,1856268950,100.0,Sucro Limited,United States
Currency Exchange International Corp.,CUREIC,Retail,Other Retail,Money Transfer/Retail Currency Exchange Services,USA,CXI,A,L,134721112,100.0,"Currency Exchange International, Corp.",United States
Kidpik Corp.,KDPKLL,Retail,Clothing & Fashion Retail,Clothing Retail,USA,PIK,A,L,874812,100.0,Pick n Pay Stores Limited,South Africa
"Foot Locker, Inc.",WLTH,Retail,Clothing & Fashion Retail,Clothing Retail,USA,FL,A,L,880428,100.0,Frontier Lithium Inc.,Canada
"Solo Brands, Inc.",UAFCPP,Retail,Specialty Retail,Sporting Goods Retailing,USA,DTC,A,L,884042,100.0,Datatec Limited,South Africa
The Bon-Ton Stores Inc,BONTON,Retail,Department & Discount,Department Stores,USA,BONTQ,A,L,321590,99.97,"The Bon-Ton Stores, Inc.",United States
Big 5 Sporting Goods Corp.,BIGSG,Retail,Specialty Retail,Specialty Retailing,USA,BGFV,A,L,2388578,99.96,Big 5 Sporting Goods Corporation,United States
"Academy Sports & Outdoors, Inc.",ACASPO,Retail,Specialty Retail,Sporting Goods Retailing,USA,,A,L,136801693,99.96,"Academy Sports and Outdoors, Inc.",United States
Grocery Outlet Holding Corp.,GROCOT,Retail,Grocery & Food Retail,Supermarkets/Grocery Retailing,USA,,A,L,1600081,99.95,Grocery Outlet Holding Corp.,United States
"Marwynn Holdings, Inc.",GZOOLE,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,,A,L,1899350043,99.95,"Marwynn Holdings, Inc.",United States
"Lazydays Holdings, Inc.",XANDAC,Retail,Auto Retail,New Car Dealing,USA,GORV,A,L,311100622,99.95,"Lazydays Holdings, Inc.",United States
"Floor & Decor Holdings, Inc.",FADOOA,Retail,E-commerce,Furniture/Home Furnishings Retailing,USA,,A,L,270357747,99.95,"Floor & Decor Holdings, Inc.",United States
"Walgreens Boots Alliance, Inc.",WLGRN,Retail,Other Retail,Pharmacies/Drugstores,USA,WBA,A,L,93624,99.95,"Walgreens Boots Alliance, Inc.",United States
"Polished.com, Inc.",ZHSBED,Retail,E-commerce,Furniture/Home Furnishings Retailing,USA,,A,L,609619170,99.95,Polished.com Inc.,United States
